"Bleep, Gurgle, Pop!" apologizes the strange robot as he pushes you aside.	「嗶嗶、咕嚕、啵！」奇怪的機器人一邊把你推到一旁，一邊這樣道歉。
You are in an airlock.	你在氣密艙裡。
"Snap, Crackle, Murphy," responds the little robot.	「喀啦、劈啪、Murphy，」小機器人這樣回答。
You're in an airlock! Don't you think you ought to wait until you enter the ship?	你人在氣密艙裡耶！你不覺得應該等進了船艙裡再說嗎？
The rude little robot just slammed the door in your face.	那個沒禮貌的小機器人直接當著你的面把門甩上。
You see no apparatus of any sort which would open the door.	你沒看到任何能打開這扇門的裝置。
The walls confirm your suspicion that Sariens have bad taste.	這牆壁證實了你的猜測：沙利安人的品味有夠差。
The squat, little maintenance droid sure makes a disgusting array of noises, doesn't he?	這個矮胖的小維修機器人真的很會發出一堆噁心的怪聲，對吧？
As you enter the Sarien ship, the airlock door seals itself behind you. You try to open it again, without any success. It appears that you are stuck here.	你一走進沙利安人的船艦，氣密艙門就自動在你身後封死了。你試著再打開它，但怎麼樣都不成功。看來你被困在這裡了。
That cannot be done from where you are.	你現在這個位置辦不到這件事。
You swiftly slip into the sleek ship. (Try to say that three times fast.)	你俐落地溜進這艘流線型的太空船。（不妨試著把這句話快速唸三遍。）
That act cannot be performed now.	這個動作現在辦不到。
You are in the shuttle launch bay aboard the Sarien ship.	你在沙利安人船艦上的接駁艇發射艙裡。
The ship is a one-man transport vessel.	這艘船是單人運輸艇。
You frantically search the control console for the "Launch" button. Aha! There it is.	你手忙腳亂地在控制台上找「發射」按鈕。啊哈！找到了。
You see nothing out of the ordinary about it.	你看不出它有什麼特別的地方。
Down below you see the spaceship's launch track.	你看到下方是太空船的發射軌道。
You don't have much time before this ship blows.	這艘船快要爆炸了，你沒剩多少時間。
The Deltaur has been blown to tiny fragments by the force of the Star Generator's blast. You have saved the lives of millions of your people, not to mention the lives of those in other systems. Don't get a big head.	代爾它號已經被星辰產生器爆炸的威力炸成碎片。你拯救了數百萬同胞的性命，更別提其他星系裡的生命了。不過別得意忘形。
Congratulations %s1, you've rid the universe of the evil Sariens and saved your people from certain doom. You're an all-around hero! You've made it home safely aboard the stolen Sarien craft, where you've encountered a cheering Xenon crowd. They have gathered together for a ceremony in your honor. The ceremony is already in progress.	恭喜你，%s1，你把邪惡的沙利安人趕出了宇宙，也把同胞從必死的命運中救了回來。你是徹頭徹尾的英雄！你開著偷來的沙利安人太空船平安回到家鄉，迎接你的是一群歡呼的氙星群眾。他們特地聚在一起為你舉辦了一場慶典，此刻典禮已經開始了。
As a token of appreciation, you are presented with a golden mop. "Thank you, %s1 for cleaning up our galaxy", says the Xenon leader.	為了表達謝意，他們送給你一把金色拖把。氙星的領袖說：「謝謝你，%s1，把我們的銀河系打掃乾淨了。」
Once a janitor always a janitor.	一日清潔工，終身清潔工。
Thank you for playing Space Quest	感謝你玩了《宇宙傳奇》
    Watch for Space Quest II	    敬請期待《宇宙傳奇II》
         Thank You	         謝謝大家
         Scott Murphy	         Scott Murphy
         Mark Crowe	         Mark Crowe
         Sol Ackerman	         Sol Ackerman
         Ken Williams	         Ken Williams
         Jeff Stephenson	         Jeff Stephenson
         Chris Iden	         Chris Iden
         Sierra On-Line Inc.	         Sierra On-Line Inc.
         The Sarien Fleet	         沙利安艦隊
         The Entire Human Race	         全體人類
 %s1, Galactic Warrior	 %s1，銀河戰士
Congratulations %s1, you've rid the universe of the evil Sariens and saved your people from certain doom. The Star Generator technology is safe inside the Data Cartridge. Now, a new Star Generator can be built and can carry out its original task - You're an all-around hero! You've made it home safely aboard the stolen Sarien craft, where you've encountered a cheering Xenon crowd. They have gathered together for a ceremony in your honor. The ceremony is already in progress.	恭喜你，%s1，你把邪惡的沙利安人趕出了宇宙，也把同胞從必死的命運中救了回來。星辰產生器的技術已經安全地保存在資料匣裡。現在可以重新打造一台星辰產生器，完成它原本的任務——你是徹頭徹尾的英雄！你開著偷來的沙利安人太空船平安回到家鄉，迎接你的是一群歡呼的氙星群眾。他們特地聚在一起為你舉辦了一場慶典，此刻典禮已經開始了。
F6 to Select Key	按 F6 選取按鍵
Invalid Code	代碼錯誤
By Two Guys From Andromeda	由仙女座雙傑製作
(C) 1987  Sierra On-Line, Inc.	(C) 1987  Sierra On-Line, Inc.
Version 2.2	版本 2.2
    Light-years from Earth's solar	    距離地球所在的太陽系
    system the people of the galaxy	    遠達數光年之外的厄爾農
    Earnon have been struggling to	    星系，居民們一直努力
     maintain the precious balance	     維持得來不易的
               of life.	               生命平衡。
   The Sun of Earnon is slowly dying.	   厄爾農星系的太陽正在慢慢死去。
    The planets grow cold.  Food is	    各行星逐漸冰冷。糧食
    no longer plentiful.  Life will	    不再充足。生命眼看
   soon become impossible to sustain.	   就要無法維持下去。
      The scientific community of	      氙星的科學界想出了
    Xenon devised a plan to convert	    一個辦法，要把厄爾農
       one of Earnon's lifeless	       星系裡一顆毫無
       planets into a new Sun.	       生機的行星，改造成新的太陽。
    The effort was centered around	    這項計畫的核心，是
     the development of a device	     研發一種名為
   called the Star Generator.  The	   「星辰產生器」的裝置。
 Star Generator would be capable of	 星辰產生器能把一顆
   igniting an otherwise useless	   原本毫無用處的行星
 planet into a raging ball of flame.	 點燃成一團熊熊烈焰。
   An expedition set out aboard the	   一支探勘隊搭乘星艦
   starship Arcada to successfully	   阿寇達號出發，要順利
      complete development and	      完成星辰產生器的
    testing of the Star Generator.	    研發與測試。
      The Arcada is now returning	      阿寇達號如今正帶著
    triumphantly to Xenon with the	    一台完全可運作的星辰
   fully operational Star Generator.	   產生器，凱旋歸向氙星。
You serve as a member of the crew of	你是阿寇達號的船員之一
     the Arcada as a janitor.	     ，職務是清潔工。
     That's right, a janitor.	     沒錯，就是清潔工。
     And not a very good one.  You	     而且還不是個稱職的
    would probably have been sacked	    清潔工。要不是阿寇達號
     and replaced were the Arcada	     離氙星有幾百萬
     not millions of kilometers	     公里遠，你早就被炒
             from Xenon.	             魷魚換人了。
    As we join our story, you have	    故事開始的這一刻，你
   just completed one of your famous	   剛在某間清潔用品儲藏
      on-shift naps in one of the	      室裡，睡完你那出了名的
      janitorial storage closets.	      上班偷懶覺。
Welcome Aboard Arcada	歡迎登上阿寇達號
To log on as a crew member	若要以船員身份登入
please enter your name below	請在下方輸入你的名字
(up to 18 characters):	（最多 18 個字元）：
First Name: 	名字： 
"What'll it be? I got beer and it's 2 buckazoids."	「要喝點什麼？我這邊有啤酒，一杯 2 枚太空幣。」
Your words find no audience.	你講的話沒人聽。
"That'll be $2.00. Thank you very much. Come again."	「那樣是 $2.00。謝謝惠顧，歡迎再來。」
The bartender is busy and cannot hear you.	酒保正忙著，沒空聽你講話。
"Hey! What are you trying to pull? What do you mean you can't pay? Take off before I have you fed to Grell."	「喂！你想幹嘛？什麼叫你付不出錢？滾遠一點，不然我讓你去餵葛瑞爾。」
The beer tastes like carbonated Zipple sweat. However, considering recent events, you could learn to love it.	這杯啤酒喝起來像加了氣泡的吉波汗水。不過想想你最近經歷的那些事，你搞不好還會漸漸愛上這味道。
You can't drink something you don't have.	你沒有的東西，要怎麼喝？
"One at a time, Mac!"	「一個一個來，老兄！」
You're not close enough to play.	你離得不夠近，玩不到。
Sorry, someone is currently playing. Wait your turn.	抱歉，現在有人在玩，你得等等輪到你。
"Listen, Mac, I can't serve you any more. You're sledged! You better go sleep it off or something before you start making a public display of yourself."	「聽著，老兄，我不能再倒給你了。你已經醉茫茫了！你最好去找個地方睡一覺，免得在這裡出洋相。」
This is a seedy little place. Galactic riff-raff are seated at the bar. The bartender drops by occasionally to serve them. A band is cranking out some of the more popular tunes in the quadrant. There is a slot machine standing near the bar. You notice a sweeper in the lower corner of the room. It must get messy here. No one seems to notice or care that you have entered the bar.	這是家有點髒亂破舊的小酒館。吧檯坐著幾個銀河系裡的雜牌混混，酒保三不五時過去招呼他們一下。一支樂團正賣力演奏著這個星區最紅的幾首歌。吧檯旁擺著一台吃角子老虎。你注意到房間角落有台清潔機器人。看來這裡常常搞得一團亂。你走進酒吧，好像沒有人注意到、也沒有人在乎。
The walls are sporting a wonderful smoke finish such that the original color is a puzzle. There are cracks here and there which attest to the state of disrepair.	牆壁被薰得一片焦黑，原本是什麼顏色早就成了謎。這裡那裡到處都是裂縫，證明這地方已經破舊到不行。
Some of the stranger galactic riff-raff are seated at the bar. The bartender drops by occasionally to serve them. There seems to be a vacant spot at the right end of the bar.	吧檯上坐著幾個看起來更古怪的銀河雜牌混混，酒保三不五時過去招呼一下。吧檯右邊好像還有個空位。
There is a hip combo of green beings jamming. They only seem to be interested in playing music.	有個時髦的綠色生物小樂團正在即興演奏。他們看起來只對玩音樂有興趣。
They are not interested in you.	他們對你一點興趣都沒有。
